source,compressor,refrigerant,bore_mm,stroke_mm,n_cyl,f_elec_Hz,T_ev_C,T_co_C,T_suc_C,DeltaT_sh_K,p_suc_bar,p_dis_bar,eta_is,eta_vol
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,40,5,35,1.6783,13.6942,0.666,0.6742
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,40,10,40,1.6783,13.6942,0.6657,0.6739
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,40,15,45,1.6783,13.6942,0.6653,0.6735
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,40,20,50,1.6783,13.6942,0.6648,0.673
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,-20,10,1.6783,15.3431,0.6665,0.6521
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,-15,15,1.6783,15.3431,0.6665,0.6517
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,-10,20,1.6783,15.3431,0.6664,0.6513
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,-5,25,1.6783,15.3431,0.6663,0.6509
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,0,30,1.6783,15.3431,0.6662,0.6507
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,5,35,1.6783,15.3431,0.666,0.6505
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,10,40,1.6783,15.3431,0.6658,0.6502
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,15,45,1.6783,15.3431,0.6655,0.6499
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,45,20,50,1.6783,15.3431,0.6651,0.6494
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,-20,10,1.6783,17.133,0.6684,0.6251
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,-15,15,1.6783,17.133,0.6685,0.6247
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,-10,20,1.6783,17.133,0.6685,0.6243
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,-5,25,1.6783,17.133,0.6685,0.6239
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,0,30,1.6783,17.133,0.6685,0.6238
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,5,35,1.6783,17.133,0.6684,0.6236
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,10,40,1.6783,17.133,0.6683,0.6234
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,15,45,1.6783,17.133,0.668,0.6231
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,50,20,50,1.6783,17.133,0.6677,0.6227
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,-20,10,1.6783,19.0717,0.6747,0.5949
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,-15,15,1.6783,19.0717,0.6749,0.5944
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,-10,20,1.6783,19.0717,0.675,0.5941
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,-5,25,1.6783,19.0717,0.6751,0.5937
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,0,30,1.6783,19.0717,0.6753,0.5936
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,5,35,1.6783,19.0717,0.6753,0.5934
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,10,40,1.6783,19.0717,0.6753,0.5932
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,15,45,1.6783,19.0717,0.6751,0.593
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,55,20,50,1.6783,19.0717,0.6749,0.5928
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,-20,10,1.6783,21.1675,0.6882,0.5613
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,-15,15,1.6783,21.1675,0.6885,0.5609
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,-10,20,1.6783,21.1675,0.6888,0.5605
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,-5,25,1.6783,21.1675,0.6889,0.5602
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,0,30,1.6783,21.1675,0.6894,0.5601
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,5,35,1.6783,21.1675,0.6897,0.5599
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,10,40,1.6783,21.1675,0.6898,0.5597
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,15,45,1.6783,21.1675,0.6897,0.5595
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-30,60,20,50,1.6783,21.1675,0.6895,0.5595
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,-20,5,2.0343,8.3646,0.6291,0.7654
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,-15,10,2.0343,8.3646,0.6443,0.7836
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,-10,15,2.0343,8.3646,0.644,0.783
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,-5,20,2.0343,8.3646,0.6437,0.7825
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,0,25,2.0343,8.3646,0.6434,0.7821
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,5,30,2.0343,8.3646,0.643,0.7816
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,10,35,2.0343,8.3646,0.6428,0.7812
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,15,40,2.0343,8.3646,0.6425,0.7808
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,20,45,2.0343,8.3646,0.6422,0.7808
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,20,25,50,2.0343,8.3646,0.6421,0.782
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,-20,5,2.0343,9.5207,0.6442,0.7566
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,-15,10,2.0343,9.5207,0.6598,0.7745
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,-10,15,2.0343,9.5207,0.6596,0.774
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,-5,20,2.0343,9.5207,0.6593,0.7735
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,0,25,2.0343,9.5207,0.659,0.773
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,5,30,2.0343,9.5207,0.6588,0.7726
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,10,35,2.0343,9.5207,0.6586,0.7721
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,15,40,2.0343,9.5207,0.6584,0.7717
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,20,45,2.0343,9.5207,0.6581,0.7715
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,25,25,50,2.0343,9.5207,0.6578,0.772
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,-20,5,2.0343,10.7899,0.651,0.7449
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,-15,10,2.0343,10.7899,0.6669,0.7625
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,-10,15,2.0343,10.7899,0.6667,0.762
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,-5,20,2.0343,10.7899,0.6665,0.7615
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,0,25,2.0343,10.7899,0.6663,0.7611
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,5,30,2.0343,10.7899,0.6661,0.7606
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,10,35,2.0343,10.7899,0.6659,0.7602
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,15,40,2.0343,10.7899,0.6657,0.7597
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,20,45,2.0343,10.7899,0.6654,0.7594
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,30,25,50,2.0343,10.7899,0.6651,0.7594
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,-20,5,2.0343,12.1788,0.6524,0.7302
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,-15,10,2.0343,12.1788,0.6684,0.7475
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,-10,15,2.0343,12.1788,0.6683,0.747
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,-5,20,2.0343,12.1788,0.6682,0.7465
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,0,25,2.0343,12.1788,0.668,0.7461
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,5,30,2.0343,12.1788,0.6679,0.7457
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,10,35,2.0343,12.1788,0.6677,0.7453
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,15,40,2.0343,12.1788,0.6675,0.7448
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,20,45,2.0343,12.1788,0.6673,0.7445
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,35,25,50,2.0343,12.1788,0.6669,0.7441
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,-20,5,2.0343,13.6942,0.6508,0.7126
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,-15,10,2.0343,13.6942,0.6669,0.7295
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,-10,15,2.0343,13.6942,0.6669,0.7289
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,-5,20,2.0343,13.6942,0.6669,0.7285
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,0,25,2.0343,13.6942,0.6668,0.7281
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,5,30,2.0343,13.6942,0.6667,0.7277
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,10,35,2.0343,13.6942,0.6666,0.7273
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,15,40,2.0343,13.6942,0.6664,0.727
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,20,45,2.0343,13.6942,0.6662,0.7266
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,40,25,50,2.0343,13.6942,0.6659,0.7261
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,-20,5,2.0343,15.3431,0.6483,0.6919
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,-15,10,2.0343,15.3431,0.6644,0.7083
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,-10,15,2.0343,15.3431,0.6645,0.7078
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,-5,20,2.0343,15.3431,0.6646,0.7073
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,0,25,2.0343,15.3431,0.6646,0.707
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,5,30,2.0343,15.3431,0.6646,0.7067
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,10,35,2.0343,15.3431,0.6645,0.7063
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,15,40,2.0343,15.3431,0.6644,0.706
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,20,45,2.0343,15.3431,0.6642,0.7057
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,45,25,50,2.0343,15.3431,0.664,0.7052
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,-20,5,2.0343,17.133,0.6463,0.6682
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,-15,10,2.0343,17.133,0.6625,0.684
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,-10,15,2.0343,17.133,0.6628,0.6835
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,-5,20,2.0343,17.133,0.6629,0.6831
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,0,25,2.0343,17.133,0.663,0.6827
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,5,30,2.0343,17.133,0.6632,0.6825
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,10,35,2.0343,17.133,0.6632,0.6822
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,15,40,2.0343,17.133,0.6631,0.682
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,20,45,2.0343,17.133,0.6631,0.6817
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,50,25,50,2.0343,17.133,0.663,0.6813
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,-20,5,2.0343,19.0717,0.6465,0.6413
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,-15,10,2.0343,19.0717,0.6628,0.6565
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,-10,15,2.0343,19.0717,0.6632,0.656
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,-5,20,2.0343,19.0717,0.6635,0.6556
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,0,25,2.0343,19.0717,0.6637,0.6552
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,5,30,2.0343,19.0717,0.664,0.6551
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,10,35,2.0343,19.0717,0.6642,0.6549
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,15,40,2.0343,19.0717,0.6643,0.6548
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,20,45,2.0343,19.0717,0.6643,0.6547
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,55,25,50,2.0343,19.0717,0.6644,0.6545
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,-20,5,2.0343,21.1675,0.6503,0.6112
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,-15,10,2.0343,21.1675,0.6669,0.6257
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,-10,15,2.0343,21.1675,0.6675,0.6253
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,-5,20,2.0343,21.1675,0.6679,0.6249
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,0,25,2.0343,21.1675,0.6682,0.6246
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,5,30,2.0343,21.1675,0.6688,0.6244
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,10,35,2.0343,21.1675,0.6692,0.6244
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,15,40,2.0343,21.1675,0.6695,0.6243
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,20,45,2.0343,21.1675,0.6697,0.6244
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-25,60,25,50,2.0343,21.1675,0.6699,0.6246
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,-10,10,2.4452,8.3646,0.6409,0.8189
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,-5,15,2.4452,8.3646,0.6406,0.8183
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,0,20,2.4452,8.3646,0.6404,0.8178
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,5,25,2.4452,8.3646,0.6401,0.8173
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,10,30,2.4452,8.3646,0.6399,0.8168
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,15,35,2.4452,8.3646,0.6397,0.8165
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,20,40,2.4452,8.3646,0.6394,0.8165
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,25,45,2.4452,8.3646,0.6392,0.8168
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,20,30,50,2.4452,8.3646,0.6392,0.8193
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,-10,10,2.4452,9.5207,0.658,0.8117
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,-5,15,2.4452,9.5207,0.6578,0.8111
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,0,20,2.4452,9.5207,0.6576,0.8105
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,5,25,2.4452,9.5207,0.6574,0.8101
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,10,30,2.4452,9.5207,0.6572,0.8096
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,15,35,2.4452,9.5207,0.657,0.8092
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,20,40,2.4452,9.5207,0.6569,0.809
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,25,45,2.4452,9.5207,0.6568,0.809
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,25,30,50,2.4452,9.5207,0.6567,0.8105
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,-10,10,2.4452,10.7899,0.6656,0.8016
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,-5,15,2.4452,10.7899,0.6655,0.8009
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,0,20,2.4452,10.7899,0.6654,0.8004
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,5,25,2.4452,10.7899,0.6652,0.7999
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,10,30,2.4452,10.7899,0.6651,0.7994
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,15,35,2.4452,10.7899,0.665,0.799
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,20,40,2.4452,10.7899,0.6649,0.7987
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,25,45,2.4452,10.7899,0.6648,0.7985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,30,30,50,2.4452,10.7899,0.6647,0.7992
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,-10,10,2.4452,12.1788,0.6669,0.7885
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,-5,15,2.4452,12.1788,0.6669,0.7879
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,0,20,2.4452,12.1788,0.6669,0.7873
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,5,25,2.4452,12.1788,0.6669,0.7869
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,10,30,2.4452,12.1788,0.6667,0.7864
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,15,35,2.4452,12.1788,0.6667,0.786
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,20,40,2.4452,12.1788,0.6666,0.7856
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,25,45,2.4452,12.1788,0.6666,0.7853
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,35,30,50,2.4452,12.1788,0.6664,0.7854
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,-10,10,2.4452,13.6942,0.6645,0.7724
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,-5,15,2.4452,13.6942,0.6646,0.7718
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,0,20,2.4452,13.6942,0.6647,0.7713
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,5,25,2.4452,13.6942,0.6647,0.7709
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,10,30,2.4452,13.6942,0.6646,0.7704
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,15,35,2.4452,13.6942,0.6646,0.77
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,20,40,2.4452,13.6942,0.6646,0.7696
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,25,45,2.4452,13.6942,0.6646,0.7693
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,40,30,50,2.4452,13.6942,0.6645,0.769
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,-10,10,2.4452,15.3431,0.6602,0.7534
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,-5,15,2.4452,15.3431,0.6604,0.7528
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,0,20,2.4452,15.3431,0.6606,0.7523
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,5,25,2.4452,15.3431,0.6607,0.7518
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,10,30,2.4452,15.3431,0.6608,0.7514
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,15,35,2.4452,15.3431,0.6608,0.7511
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,20,40,2.4452,15.3431,0.6608,0.7507
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,25,45,2.4452,15.3431,0.6608,0.7504
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,45,30,50,2.4452,15.3431,0.6608,0.75
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,-10,10,2.4452,17.133,0.6555,0.7312
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,-5,15,2.4452,17.133,0.6559,0.7307
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,0,20,2.4452,17.133,0.6562,0.7302
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,5,25,2.4452,17.133,0.6564,0.7298
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,10,30,2.4452,17.133,0.6566,0.7294
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,15,35,2.4452,17.133,0.6567,0.7291
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,20,40,2.4452,17.133,0.6568,0.7289
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,25,45,2.4452,17.133,0.6569,0.7286
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,50,30,50,2.4452,17.133,0.6569,0.7282
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,-10,10,2.4452,19.0717,0.6517,0.706
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,-5,15,2.4452,19.0717,0.6522,0.7054
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,0,20,2.4452,19.0717,0.6527,0.705
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,5,25,2.4452,19.0717,0.653,0.7046
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,10,30,2.4452,19.0717,0.6533,0.7043
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,15,35,2.4452,19.0717,0.6535,0.7041
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,20,40,2.4452,19.0717,0.6538,0.704
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,25,45,2.4452,19.0717,0.654,0.7039
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,55,30,50,2.4452,19.0717,0.6542,0.7037
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,60,-10,10,2.4452,21.1675,0.6499,0.6776
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,55,39.3,2,50,-20,60,-5,15,2.4452,21.1675,0.6506,0.6771
